id,load_id,source_file_name,report_generated_date,debt_asof_date_param,parent_org_id,client_id,client_name,client_group,invoice_date,due_date,payment_term_days,analytics_type,currency_code,invoice_amount,overdue_amount_rub,overdue_amount_eur,days_overdue_real,days_until_due_real,is_overdue_real,is_due_today,is_due_in_3_days,is_due_in_7_days,is_negative_document,order_number,print_invoice_number,system_invoice_number,invoice_status
397,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_026,10015,Sigma Auto_015,BRANCH_CENTER,2026-03-24,2026-05-23,60,REGIONAL,RUR,80916.4,80916.4,0.0,0,33,False,False,False,False,False,ORD0000027,INV0000027,SYS0000027,NOT DUE
440,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_017,10016,NordAuto_016,BRANCH_VOLGA,2026-04-20,2026-04-23,3,STANDARD,RUR,8333.0,8333.0,0.0,0,3,False,False,True,True,False,ORD0000028,INV0000028,SYS0000028,DUE IN 3 DAYS
439,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_017,10016,NordAuto_016,BRANCH_VOLGA,2026-04-20,2026-04-23,3,CORPORATE,RUR,13399.0,13399.0,0.0,0,3,False,False,True,True,False,ORD0000029,INV0000029,SYS0000029,DUE IN 3 DAYS
441,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_017,10016,NordAuto_016,BRANCH_VOLGA,2026-04-20,2026-04-23,3,WHOLESALE,RUR,15735.0,15735.0,0.0,0,3,False,False,True,True,False,ORD0000030,INV0000030,SYS0000030,DUE IN 3 DAYS
442,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_018,10017,Prime Service_017,BRANCH_URAL,2025-11-06,2026-04-22,167,CORPORATE,RUR,691560.0,308000.0,0.0,0,2,False,False,True,True,False,ORD0000031,INV0000031,SYS0000031,DUE IN 3 DAYS
437,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_013,10018,Vector Trade_018,BRANCH_URAL,2026-04-16,2026-05-16,30,CORPORATE,RUR,122025.0,122025.0,0.0,0,26,False,False,False,False,False,ORD0000032,INV0000032,SYS0000032,NOT DUE
443,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_019,10019,AutoPoint_019,BRANCH_URAL,2026-04-10,2026-04-24,14,FLEET,RUR,-243710.45,-243710.45,0.0,0,4,False,False,False,True,True,ORD0000033,INV0000033,SYS0000033,DUE IN 7 DAYS
444,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_019,10019,AutoPoint_019,BRANCH_URAL,2026-04-16,2026-04-30,14,FLEET,RUR,104585.53,104585.53,0.0,0,10,False,False,False,False,False,ORD0000034,INV0000034,SYS0000034,NOT DUE
447,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_021,10020,TransitOil_020,BRANCH_URAL,2026-04-16,2026-04-30,14,WHOLESALE,RUR,299000.0,299000.0,0.0,0,10,False,False,False,False,False,ORD0000035,INV0000035,SYS0000035,NOT DUE
446,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_021,10020,TransitOil_020,BRANCH_URAL,2026-04-16,2026-04-30,14,FLEET,RUR,75457.7,75457.7,0.0,0,10,False,False,False,False,False,ORD0000036,INV0000036,SYS0000036,NOT DUE
388,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_015,10021,MotorHub_021,BRANCH_CENTER,2026-04-16,2026-04-30,14,CORPORATE,RUR,168404.15,168404.15,0.0,0,10,False,False,False,False,False,ORD0000037,INV0000037,SYS0000037,NOT DUE
389,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_015,10021,MotorHub_021,BRANCH_CENTER,2026-04-20,2026-05-04,14,STANDARD,RUR,77765.93,77765.93,0.0,0,14,False,False,False,False,False,ORD0000038,INV0000038,SYS0000038,NOT DUE
391,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_022,10022,Velocity Parts_022,BRANCH_VOLGA,2026-04-20,2026-04-23,3,STANDARD,RUR,1175.0,1175.0,0.0,0,3,False,False,True,True,False,ORD0000039,INV0000039,SYS0000039,DUE IN 3 DAYS
448,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_023,10023,DriveLine_023,BRANCH_CENTER,2025-10-22,2026-05-10,200,WHOLESALE,RUR,608320.0,103600.0,0.0,0,20,False,False,False,False,False,ORD0000040,INV0000040,SYS0000040,NOT DUE
449,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_023,10024,East Motors_024,BRANCH_CENTER,2025-10-22,2026-05-10,200,WHOLESALE,RUR,664392.0,332196.0,0.0,0,20,False,False,False,False,False,ORD0000041,INV0000041,SYS0000041,NOT DUE
451,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_024,10025,City Truck_025,BRANCH_CENTER,2026-04-08,2026-04-22,14,CORPORATE,RUR,5445.3,5445.3,0.0,0,2,False,False,True,True,False,ORD0000042,INV0000042,SYS0000042,DUE IN 3 DAYS
450,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_024,10025,City Truck_025,BRANCH_CENTER,2026-04-08,2026-04-22,14,CORPORATE,RUR,31627.0,31627.0,0.0,0,2,False,False,True,True,False,ORD0000043,INV0000043,SYS0000043,DUE IN 3 DAYS
452,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_024,10025,City Truck_025,BRANCH_CENTER,2026-04-20,2026-05-04,14,FLEET,RUR,67586.88,67586.88,0.0,0,14,False,False,False,False,False,ORD0000044,INV0000044,SYS0000044,NOT DUE
453,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_025,10026,Titan Auto_026,BRANCH_CENTER,2026-04-07,2026-04-21,14,CORPORATE,RUR,53905.0,53905.0,0.0,0,1,False,False,True,True,False,ORD0000045,INV0000045,SYS0000045,DUE IN 3 DAYS
454,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_025,10026,Titan Auto_026,BRANCH_CENTER,2026-04-20,2026-05-04,14,WHOLESALE,RUR,145534.34,145534.34,0.0,0,14,False,False,False,False,False,ORD0000046,INV0000046,SYS0000046,NOT DUE
455,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_025,10027,Progress Trade_027,BRANCH_CENTER,2026-04-07,2026-04-21,14,WHOLESALE,RUR,220000.0,220000.0,0.0,0,1,False,False,True,True,False,ORD0000047,INV0000047,SYS0000047,DUE IN 3 DAYS
445,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_020,10028,Global Parts_028,BRANCH_CENTER,2026-04-20,2026-05-04,14,STANDARD,RUR,76176.59,76176.59,0.0,0,14,False,False,False,False,False,ORD0000048,INV0000048,SYS0000048,NOT DUE
392,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_026,10029,Alliance Service_029,BRANCH_CENTER,2019-09-05,2019-09-23,18,REGIONAL,RUR,20406.68,0.01,0.0,2401,-2401,True,False,False,False,False,ORD0000049,INV0000049,SYS0000049,OVERDUE
393,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_026,10029,Alliance Service_029,BRANCH_CENTER,2021-07-15,2021-07-29,14,REGIONAL,RUR,50907.2,0.2,0.0,1726,-1726,True,False,False,False,False,ORD0000050,INV0000050,SYS0000050,OVERDUE
394,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_026,10029,Alliance Service_029,BRANCH_CENTER,2024-06-05,2024-12-28,206,STANDARD,RUR,7488.0,7488.0,0.0,478,-478,True,False,False,False,False,ORD0000051,INV0000051,SYS0000051,OVERDUE
398,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_027,10030,Sigma Auto_030,BRANCH_URAL,2026-04-15,2026-04-22,7,REGIONAL,RUR,283216.14,283216.14,0.0,0,2,False,False,True,True,False,ORD0000052,INV0000052,SYS0000052,DUE IN 3 DAYS
399,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_028,10031,NordAuto_031,BRANCH_CENTER,2026-04-06,2026-04-20,14,WHOLESALE,RUR,3281.85,3281.85,0.0,0,0,False,True,True,True,False,ORD0000053,INV0000053,SYS0000053,DUE TODAY
400,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_028,10031,NordAuto_031,BRANCH_CENTER,2026-04-10,2026-04-24,14,STANDARD,RUR,9240.0,9240.0,0.0,0,4,False,False,False,True,False,ORD0000054,INV0000054,SYS0000054,DUE IN 7 DAYS
403,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_029,10032,Prime Service_032,BRANCH_URAL,2026-04-20,2026-04-23,3,WHOLESALE,RUR,6551.0,6551.0,0.0,0,3,False,False,True,True,False,ORD0000055,INV0000055,SYS0000055,DUE IN 3 DAYS
404,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_029,10032,Prime Service_032,BRANCH_URAL,2026-04-20,2026-04-23,3,CORPORATE,RUR,860.0,860.0,0.0,0,3,False,False,True,True,False,ORD0000056,INV0000056,SYS0000056,DUE IN 3 DAYS
401,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_029,10032,Prime Service_032,BRANCH_URAL,2026-04-09,2026-04-23,14,WHOLESALE,RUR,25970.92,25970.92,0.0,0,3,False,False,True,True,False,ORD0000057,INV0000057,SYS0000057,DUE IN 3 DAYS
402,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_029,10032,Prime Service_032,BRANCH_URAL,2026-04-20,2026-04-23,3,WHOLESALE,RUR,7938.0,7938.0,0.0,0,3,False,False,True,True,False,ORD0000058,INV0000058,SYS0000058,DUE IN 3 DAYS
405,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_029,10032,Prime Service_032,BRANCH_URAL,2026-04-10,2026-04-24,14,WHOLESALE,RUR,5371.6,5371.6,0.0,0,4,False,False,False,True,False,ORD0000059,INV0000059,SYS0000059,DUE IN 7 DAYS
406,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_029,10032,Prime Service_032,BRANCH_URAL,2026-04-13,2026-04-27,14,CORPORATE,RUR,7772.2,7772.2,0.0,0,7,False,False,False,True,False,ORD0000060,INV0000060,SYS0000060,DUE IN 7 DAYS
407,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_029,10032,Prime Service_032,BRANCH_URAL,2026-04-14,2026-04-28,14,STANDARD,RUR,9059.6,9059.6,0.0,0,8,False,False,False,False,False,ORD0000061,INV0000061,SYS0000061,NOT DUE
408,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_029,10032,Prime Service_032,BRANCH_URAL,2026-04-16,2026-04-30,14,WHOLESALE,RUR,3634.0,3634.0,0.0,0,10,False,False,False,False,False,ORD0000062,INV0000062,SYS0000062,NOT DUE
409,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_029,10032,Prime Service_032,BRANCH_URAL,2026-04-16,2026-04-30,14,STANDARD,RUR,5468.8,5468.8,0.0,0,10,False,False,False,False,False,ORD0000063,INV0000063,SYS0000063,NOT DUE
390,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_016,10033,Vector Trade_033,BRANCH_VOLGA,2026-04-20,2026-04-27,7,WHOLESALE,RUR,28862.83,28862.83,0.0,0,7,False,False,False,True,False,ORD0000064,INV0000064,SYS0000064,DUE IN 7 DAYS
410,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_030,10034,AutoPoint_034,BRANCH_CENTER,2026-04-14,2026-04-21,7,STANDARD,RUR,57247.5,57247.5,0.0,0,1,False,False,True,True,False,ORD0000065,INV0000065,SYS0000065,DUE IN 3 DAYS
411,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_031,10035,TransitOil_035,BRANCH_CENTER,2026-04-15,2026-04-29,14,WHOLESALE,RUR,492903.43,492903.43,0.0,0,9,False,False,False,False,False,ORD0000066,INV0000066,SYS0000066,NOT DUE
415,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_033,10036,MotorHub_036,BRANCH_CENTER,2026-04-20,2026-04-23,3,WHOLESALE,RUR,110840.0,110840.0,0.0,0,3,False,False,True,True,False,ORD0000067,INV0000067,SYS0000067,DUE IN 3 DAYS
418,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_033,10036,MotorHub_036,BRANCH_CENTER,2026-04-20,2026-04-23,3,STANDARD,RUR,7830.0,7830.0,0.0,0,3,False,False,True,True,False,ORD0000068,INV0000068,SYS0000068,DUE IN 3 DAYS
417,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_033,10036,MotorHub_036,BRANCH_CENTER,2026-04-20,2026-04-23,3,FLEET,RUR,685.0,685.0,0.0,0,3,False,False,True,True,False,ORD0000069,INV0000069,SYS0000069,DUE IN 3 DAYS
416,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_033,10036,MotorHub_036,BRANCH_CENTER,2026-04-20,2026-04-23,3,STANDARD,RUR,14605.0,14605.0,0.0,0,3,False,False,True,True,False,ORD0000070,INV0000070,SYS0000070,DUE IN 3 DAYS
419,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_034,10037,Velocity Parts_037,BRANCH_URAL,2026-03-04,2026-03-04,0,REGIONAL,RUR,17346.35,0.1,0.0,47,-47,True,False,False,False,False,ORD0000071,INV0000071,SYS0000071,OVERDUE
413,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_032,10038,DriveLine_038,BRANCH_URAL,2026-04-09,2026-04-23,14,STANDARD,RUR,61826.79,61826.79,0.0,0,3,False,False,True,True,False,ORD0000072,INV0000072,SYS0000072,DUE IN 3 DAYS
414,8,demo_receivables_snapshot.txt,2026-04-20,2029-04-20,HOLDING_032,10038,DriveLine_038,BRANCH_URAL,2026-04-16,2026-04-30,14,FLEET,RUR,148714.69,148714.69,0.0,0,10,False,False,False,False,False,ORD0000073,INV0000073,SYS0000073,NOT DUE
229,5,demo_receivables_snapshot.txt,2026-04-21,2029-04-21,HOLDING_005,10005,TransitOil_005,BRANCH_URAL,2026-04-20,2026-04-23,3,REGIONAL,RUR,450.0,450.0,0.0,0,2,False,False,True,True,False,ORD0000074,INV0000074,SYS0000074,DUE IN 3 DAYS
230,5,demo_receivables_snapshot.txt,2026-04-21,2029-04-21,HOLDING_005,10005,TransitOil_005,BRANCH_URAL,2026-04-20,2026-04-23,3,REGIONAL,RUR,1000.0,1000.0,0.0,0,2,False,False,True,True,False,ORD0000075,INV0000075,SYS0000075,DUE IN 3 DAYS
233,5,demo_receivables_snapshot.txt,2026-04-21,2029-04-21,HOLDING_026,10015,Sigma Auto_015,BRANCH_CENTER,2026-03-24,2026-05-23,60,FLEET,RUR,75000.0,75000.0,0.0,0,32,False,False,False,False,False,ORD0000076,INV0000076,SYS0000076,NOT DUE
236,5,demo_receivables_snapshot.txt,2026-04-21,2029-04-21,HOLDING_018,10017,Prime Service_017,BRANCH_URAL,2025-11-06,2026-04-22,167,CORPORATE,RUR,680000.0,300000.0,0.0,0,1,False,False,True,True,False,ORD0000077,INV0000077,SYS0000077,DUE IN 3 DAYS
237,5,demo_receivables_snapshot.txt,2026-04-21,2029-04-21,HOLDING_019,10019,AutoPoint_019,BRANCH_URAL,2026-04-10,2026-04-24,14,WHOLESALE,RUR,-200000.0,-200000.0,0.0,0,3,False,False,True,True,True,ORD0000078,INV0000078,SYS0000078,DUE IN 3 DAYS
231,5,demo_receivables_snapshot.txt,2026-04-21,2029-04-21,HOLDING_015,10021,MotorHub_021,BRANCH_CENTER,2026-04-20,2026-05-04,14,CORPORATE,RUR,70000.0,70000.0,0.0,0,13,False,False,False,False,False,ORD0000079,INV0000079,SYS0000079,NOT DUE
232,5,demo_receivables_snapshot.txt,2026-04-21,2029-04-21,HOLDING_026,10029,Alliance Service_029,BRANCH_CENTER,2024-06-05,2024-12-28,206,WHOLESALE,RUR,7000.0,7000.0,0.0,479,-479,True,False,False,False,False,ORD0000080,INV0000080,SYS0000080,OVERDUE
234,5,demo_receivables_snapshot.txt,2026-04-21,2029-04-21,HOLDING_027,10030,Sigma Auto_030,BRANCH_URAL,2026-04-15,2026-04-22,7,STANDARD,RUR,280000.0,280000.0,0.0,0,1,False,False,True,True,False,ORD0000081,INV0000081,SYS0000081,DUE IN 3 DAYS
235,5,demo_receivables_snapshot.txt,2026-04-21,2029-04-21,HOLDING_031,10035,TransitOil_035,BRANCH_CENTER,2026-04-15,2026-04-29,14,CORPORATE,RUR,490000.0,490000.0,0.0,0,8,False,False,False,False,False,ORD0000082,INV0000082,SYS0000082,NOT DUE
275,6,demo_receivables_snapshot.txt,2026-04-22,2029-04-22,HOLDING_001,10001,NordAuto_001,BRANCH_URAL,2026-04-20,2026-04-23,3,CORPORATE,RUR,1930.0,1930.0,0.0,0,1,False,False,True,True,False,ORD0000083,INV0000083,SYS0000083,DUE IN 3 DAYS
276,6,demo_receivables_snapshot.txt,2026-04-22,2029-04-22,HOLDING_002,10002,Prime Service_002,BRANCH_URAL,2026-04-20,2026-04-23,3,STANDARD,RUR,8400.0,8400.0,0.0,0,1,False,False,True,True,False,ORD0000084,INV0000084,SYS0000084,DUE IN 3 DAYS
278,6,demo_receivables_snapshot.txt,2026-04-22,2029-04-22,HOLDING_003,10003,Vector Trade_003,BRANCH_CENTER,2026-04-20,2026-04-23,3,CORPORATE,RUR,1660.0,1660.0,0.0,0,1,False,False,True,True,False,ORD0000085,INV0000085,SYS0000085,DUE IN 3 DAYS
277,6,demo_receivables_snapshot.txt,2026-04-22,2029-04-22,HOLDING_003,10003,Vector Trade_003,BRANCH_CENTER,2026-04-20,2026-04-23,3,STANDARD,RUR,9070.0,9070.0,0.0,0,1,False,False,True,True,False,ORD0000086,INV0000086,SYS0000086,DUE IN 3 DAYS
279,6,demo_receivables_snapshot.txt,2026-04-22,2029-04-22,HOLDING_004,10004,AutoPoint_004,BRANCH_CENTER,2026-04-06,2026-04-20,14,REGIONAL,RUR,41409.88,41409.88,0.0,2,-2,True,False,False,False,False,ORD0000087,INV0000087,SYS0000087,OVERDUE
280,6,demo_receivables_snapshot.txt,2026-04-22,2029-04-22,HOLDING_004,10004,AutoPoint_004,BRANCH_CENTER,2026-04-20,2026-05-04,14,FLEET,RUR,125367.42,125367.42,0.0,0,12,False,False,False,False,False,ORD0000088,INV0000088,SYS0000088,NOT DUE
242,6,demo_receivables_snapshot.txt,2026-04-22,2029-04-22,HOLDING_005,10005,TransitOil_005,BRANCH_URAL,2026-04-20,2026-04-23,3,REGIONAL,RUR,3750.0,3750.0,0.0,0,1,False,False,True,True,False,ORD0000089,INV0000089,SYS0000089,DUE IN 3 DAYS
239,6,demo_receivables_snapshot.txt,2026-04-22,2029-04-22,HOLDING_005,10005,TransitOil_005,BRANCH_URAL,2026-04-20,2026-04-23,3,CORPORATE,RUR,1070.0,1070.0,0.0,0,1,False,False,True,True,False,ORD0000090,INV0000090,SYS0000090,DUE IN 3 DAYS
240,6,demo_receivables_snapshot.txt,2026-04-22,2029-04-22,HOLDING_005,10005,TransitOil_005,BRANCH_URAL,2026-04-20,2026-04-23,3,WHOLESALE,RUR,486.0,486.0,0.0,0,1,False,False,True,True,False,ORD0000091,INV0000091,SYS0000091,DUE IN 3 DAYS
